Gene_acc,Gene_id,SMm1,SMm2,SMm3,SMm4,NST1m1,NST1m2,NST1m3,NST1m4,Desc
4017,Tb927.8.2460,2237300.0,2220700.0,2398600.0,2258600.0,3023500.0,3202800.0,3230700.0,2985000.0,"hypothetical protein, conserved"
4018,Tb927.8.2490,56325.0,66538.0,59745.0,53366.0,79328.0,73999.0,89816.0,89782.0,"SET domain containing protein, putative"
4019,Tb927.8.2520,1378700.0,1484000.0,1517100.0,1430700.0,2074500.0,2090900.0,2242700.0,2124000.0,"acetyl-CoA synthetase, putative"
4020,Tb927.8.2530,38415.0,38304.0,43731.0,43618.0,41479.0,42377.0,51469.0,40006.0,"Cytochrome c oxidase copper chaperone, related"
4021,Tb927.8.2540,1985900.0,2159700.0,2158800.0,1956300.0,3050700.0,2985200.0,3237000.0,3077400.0,3-ketoacyl-CoA thiolase
4022,Tb927.8.2550,504360.0,535360.0,536040.0,504540.0,928050.0,950100.0,906820.0,932430.0,mitochondrial DNA primase
4023,Tb927.8.2570,105950.0,111810.0,113670.0,114550.0,133800.0,138200.0,154980.0,142010.0,"hypothetical protein, conserved"
4024,Tb927.8.2580,10715.0,9588.6,9360.1,8110.1,13739.0,18067.0,14361.0,14990.0,"exocyst complex component Sec10, putative"
4025,Tb927.8.2590,44400.0,59456.0,54877.0,52580.0,58440.0,77821.0,63877.0,57669.0,Basal body protein
4026,Tb927.8.2600,486410.0,523360.0,513670.0,467580.0,746880.0,726540.0,808410.0,732850.0,"WD domain, G-beta repeat/BING4CT (NUC141) domain containing protein, putative"
4027,Tb927.8.2620,340200.0,362870.0,389490.0,368810.0,487000.0,529890.0,499620.0,512480.0,SUMO-interacting motif-containing protein
4028,Tb927.8.2630,3061700.0,3193600.0,3296500.0,2968400.0,4012000.0,4215700.0,4311800.0,4117000.0,kinesin-C
4029,Tb927.8.2640,2891700.0,2951600.0,3032800.0,2682000.0,3911500.0,3875900.0,4295500.0,4093600.0,"ubiquitin-activating enzyme E1, putative"
4030,Tb927.8.2660,88127.0,85298.0,106950.0,94549.0,123410.0,128150.0,129820.0,118900.0,"Galactose oxidase, central domain containing protein, putative"
4031,Tb927.8.2670,172080.0,176560.0,188110.0,152630.0,174750.0,155280.0,206070.0,185270.0,"Putative S-adenosyl-L-methionine-dependent methyltransferase, putative"
4032,Tb927.8.2690,4771.3,3566.1,4298.8,5600.4,6015.8,5950.0,6982.3,5793.0,"SET domain containing protein, putative"
4033,Tb927.8.2700,1418.4,1203.1,1089.2,0.0,0.0,795.36,1139.2,943.57,"hypothetical protein, conserved"
4034,Tb927.8.2740,525640.0,552380.0,619890.0,497110.0,743580.0,796350.0,780050.0,826670.0,mitochondrial RNA binding protein
4035,Tb927.8.2760,27553.0,29408.0,22607.0,22895.0,27219.0,36073.0,30110.0,33557.0,"50S ribosome-binding GTPase, putative"
4036,Tb927.8.2780,57287.0,52085.0,59622.0,54283.0,54244.0,59736.0,57916.0,54602.0,"RNA-binding protein RBP10, putative"
4037,Tb927.8.2800,10837.0,12521.0,9388.2,12115.0,15730.0,18948.0,14538.0,16774.0,"hypothetical protein, conserved"
4038,Tb927.8.2810,43233.0,47763.0,55539.0,44721.0,74548.0,69051.0,78601.0,77975.0,5-3 exoribonuclease C
4039,Tb927.8.2820,603370.0,621730.0,635170.0,603080.0,817950.0,848050.0,902310.0,856130.0,"hypothetical protein, conserved"
4040,Tb927.8.2840,911290.0,960660.0,1012100.0,968540.0,1559800.0,1589300.0,1492500.0,1560700.0,"hypothetical protein, conserved"
4041,Tb927.8.2860,497950.0,494420.0,505550.0,472820.0,624300.0,691520.0,729570.0,725880.0,"hypothetical protein, conserved"
4042,Tb927.8.2880,14061.0,13751.0,12593.0,17582.0,30995.0,30400.0,27605.0,42834.0,"hypothetical protein, conserved"
4043,Tb927.8.2930,485810.0,472870.0,521700.0,517680.0,750980.0,787170.0,863160.0,756080.0,"ER degradation-enhancing alpha-mannosidase-like protein 3, putative"
4044,Tb927.8.2950,0.0,0.0,0.0,0.0,816.06,945.84,0.0,0.0,"hypothetical protein, conserved"
4045,Tb927.8.2960,95172.0,107670.0,112370.0,109280.0,175010.0,167980.0,189410.0,156010.0,Probable methyltransferase BTM2 homolog
4046,Tb927.8.2980,4095.4,3460.5,4488.0,4138.7,5974.1,5206.7,6301.6,6773.8,"Bis(5-adenosyl)-triphosphatase, putative"
4047,Tb927.8.3000,182950.0,195870.0,209520.0,195090.0,239170.0,264410.0,269580.0,254560.0,"hypothetical protein, conserved"
4048,Tb927.8.3010,230650.0,241990.0,250390.0,252110.0,299660.0,322470.0,317340.0,311580.0,"hook complex protein, conserved"
4049,Tb927.8.3050,13875.0,14777.0,15921.0,15269.0,21363.0,19502.0,21768.0,26317.0,"Chitobiase/beta-hexosaminidase C-terminal domain containing protein, putative"
4050,Tb927.8.3060,1088200.0,1226500.0,1278100.0,1226300.0,1528300.0,1569400.0,1762700.0,1747100.0,"metallo-peptidase, Clan MF, Family M17"
4051,Tb927.8.3100,1683200.0,1736900.0,1739200.0,1542700.0,2049800.0,2044900.0,2279100.0,2246400.0,"coronin, putative"
4052,Tb927.8.3110,25224.0,25208.0,25398.0,25969.0,24337.0,25690.0,28252.0,26106.0,Mitochondrial ribosomal protein S9
4053,Tb927.8.3150,14455000.0,15331000.0,15566000.0,14505000.0,20784000.0,20846000.0,22100000.0,20417000.0,"T-complex protein 1, gamma subunit, putative"
4054,Tb927.8.3170,13809.0,14443.0,16283.0,14222.0,17852.0,21712.0,17830.0,15322.0,kinetoplast ribosomal PPR-repeat containing protein 9
4055,Tb927.8.3180,94772.0,103730.0,94956.0,101080.0,144330.0,137350.0,147420.0,146900.0,"Protein of unknown function (DUF3250), putative"
4056,Tb927.8.3200,70538.0,81837.0,85867.0,85285.0,115280.0,123360.0,131820.0,116570.0,Rapamycin-insensitive companion of TOR2
4057,Tb927.8.3210,1781.0,0.0,4551.7,2772.5,4495.0,3111.6,1732.6,2959.7,"hypothetical protein, conserved"
4058,Tb927.8.3250,6235400.0,6558200.0,6880000.0,6484900.0,8794300.0,9233800.0,9704400.0,9233700.0,"dynein heavy chain, putative"
4059,Tb927.8.3270,284330.0,292840.0,321650.0,259460.0,335680.0,357460.0,416600.0,348070.0,hypothetical protein
4060,Tb927.8.3280,62207.0,57831.0,69909.0,60855.0,75190.0,77551.0,79064.0,76097.0,"Beta-lactamase superfamily domain containing protein, putative"
4061,Tb927.8.3340,62980.0,73365.0,57980.0,53662.0,104010.0,94787.0,99049.0,95233.0,"hypothetical protein, conserved"
4062,Tb927.8.3350,122460.0,121000.0,122480.0,117020.0,157910.0,177470.0,192170.0,170000.0,"DNA polymerase theta (helicase domain only), putative"
4063,Tb927.8.3370,56924.0,58078.0,62033.0,60056.0,70748.0,86821.0,79677.0,67345.0,"Ran-binding protein, putative"
4064,Tb927.8.3380,205980.0,222310.0,205250.0,220620.0,194410.0,206850.0,218350.0,219140.0,succinate dehydrogenase iron-sulfur subunit
4065,Tb927.8.3410,580790.0,622780.0,581340.0,616070.0,698180.0,756350.0,805820.0,723720.0,"Inositol hexakisphosphate, putative"
4066,Tb927.8.3460,90083.0,100490.0,114410.0,108310.0,127050.0,104380.0,125020.0,124450.0,"Ring finger domain containing protein, putative"
4067,Tb927.8.3470,259550.0,260300.0,309320.0,265020.0,322980.0,352920.0,362690.0,341950.0,"Vesicle transport v-SNARE protein N-terminus, putative"
4068,Tb927.8.3920,52167.0,56195.0,45935.0,41447.0,65728.0,67641.0,66303.0,71479.0,mms19 nucleotide excision repair protein homolog
4069,Tb927.8.3520,360420.0,392830.0,391540.0,371930.0,513990.0,551680.0,560410.0,556020.0,"hypothetical protein, conserved"
4070,Tb927.8.3530,9617600.0,10956000.0,11370000.0,10314000.0,14110000.0,15292000.0,14617000.0,14595000.0,"glycerol-3-phosphate dehydrogenase [NAD+], glycosomal"
4071,Tb927.8.3540,334000.0,331660.0,362360.0,362900.0,530880.0,571440.0,590680.0,527810.0,"hypothetical protein, conserved"
4072,Tb927.8.3550,1833900.0,1906000.0,2072300.0,1945100.0,2467700.0,2525400.0,2660200.0,2679300.0,"mitogen-activated protein kinase 3, putative"
4073,Tb927.8.3560,142710.0,158040.0,164230.0,144450.0,212330.0,233500.0,249040.0,223870.0,DNA repair and recombination helicase protein PIF5
4074,Tb927.8.3590,222420.0,243230.0,258940.0,217760.0,314960.0,294040.0,337190.0,330130.0,"hypothetical protein, conserved"
4075,Tb927.8.3610,33537.0,38141.0,33161.0,36756.0,44201.0,44723.0,49187.0,49012.0,"AKAP7 25 RNA ligase-like domain containing protein, putative"
4076,Tb927.8.3660,637320.0,649430.0,714820.0,666500.0,870490.0,910210.0,913380.0,939420.0,protein transport protein SEC23
4077,Tb927.8.3680,204430.0,221130.0,217710.0,196700.0,249580.0,265990.0,277560.0,257910.0,kinetoplastid kinetochore protein 4
4078,Tb927.8.3690,694210.0,717790.0,728860.0,687770.0,906650.0,853890.0,935670.0,837850.0,"isocitrate dehydrogenase [NADP], mitochondrial precursor, putative"
4079,Tb927.8.3700,12840.0,16381.0,11585.0,14627.0,21703.0,20922.0,22890.0,19422.0,"hypothetical protein, conserved"
4080,Tb927.8.3710,96581.0,100190.0,108240.0,100280.0,164760.0,167320.0,158550.0,152090.0,3-5 exonuclease
4081,Tb927.8.3720,2306.8,2344.3,1829.0,1613.9,3338.9,2325.4,2156.3,3004.5,SUMO-interacting motif-containing protein
4082,Tb927.8.3750,6218100.0,6457300.0,6412200.0,6740300.0,8360300.0,8836400.0,9697500.0,9235700.0,nucleolar protein 56
4083,Tb927.8.3770,1584400.0,1583100.0,1694300.0,1580800.0,1815100.0,1912800.0,1859100.0,1957500.0,"Mitogen-activated protein kinase 10, putative"
4085,Tb927.8.3790,296740.0,298770.0,375300.0,315120.0,392800.0,361680.0,465940.0,460560.0,"paraflagellar rod component, putative"
4086,Tb927.8.3800,519170.0,519870.0,604590.0,555770.0,735010.0,740450.0,798610.0,738970.0,"guanosine diphosphatase, putative"
4087,Tb927.8.3810,17393.0,22100.0,26579.0,16725.0,25605.0,30285.0,24470.0,26946.0,"hypothetical protein, conserved"
4088,Tb927.8.3840,630570.0,625060.0,617260.0,590620.0,942500.0,894740.0,995890.0,919770.0,"hypothetical protein, conserved"
4089,Tb927.8.3860,11504.0,21560.0,15554.0,15311.0,21190.0,22930.0,26025.0,25202.0,cytosolic iron-sulfur protein assembly 1
4090,Tb927.8.3870,354200.0,374760.0,394590.0,354890.0,523470.0,576220.0,535400.0,557230.0,Nucleolar protein 127
4091,Tb927.8.3890,336210.0,442560.0,452750.0,405510.0,447010.0,479000.0,541760.0,434290.0,"hypothetical protein, conserved"
4092,Tb927.8.3930,299910.0,322630.0,318820.0,300950.0,392500.0,406420.0,456170.0,405280.0,"Gryzun, putative trafficking through Golgi, putative"
4093,Tb927.8.3950,193900.0,216790.0,222190.0,189210.0,265920.0,294200.0,277110.0,267840.0,"hypothetical protein, conserved"
4094,Tb927.8.3970,232450.0,225690.0,257970.0,223300.0,299580.0,304300.0,310410.0,303930.0,"oxidoreductase, putative"
4095,Tb927.8.3980,24578.0,29148.0,29689.0,25740.0,38304.0,32518.0,35533.0,35308.0,chromatin assembly factor 1 subunit A
4096,Tb927.8.3990,102550.0,102330.0,102040.0,98055.0,141990.0,150280.0,172080.0,145940.0,"hypothetical protein, conserved"
4097,Tb927.8.4060,1527200.0,1636800.0,1598100.0,1616400.0,2050000.0,2106200.0,2133100.0,2028100.0,"Flagellum adhesion protein 2, putative"
4098,Tb927.8.4130,134520.0,146790.0,155870.0,124530.0,214210.0,190680.0,219380.0,231690.0,"class I transcription factor A, subunit 5b"
4099,Tb927.8.4150,27082.0,28926.0,32729.0,31319.0,29526.0,32086.0,36388.0,34207.0,rhomboid-like protein
4100,Tb927.8.4160,75575.0,82830.0,92617.0,85912.0,144120.0,143220.0,162900.0,147830.0,"hypothetical protein, conserved"
4101,Tb927.8.4170,132110.0,135150.0,148270.0,142390.0,222990.0,228150.0,230670.0,219750.0,"RNA-binding protein, putative"
4102,Tb927.8.4175,261200.0,291230.0,300510.0,261550.0,276170.0,306750.0,304000.0,309600.0,hypothetical protein
4103,Tb927.8.4190,57093.0,64282.0,53085.0,54650.0,69272.0,74308.0,77798.0,75619.0,"hypothetical protein, conserved"
4104,Tb927.8.4210,589170.0,639030.0,660650.0,589790.0,972050.0,937040.0,1053000.0,944260.0,"basal body component, putative"
4105,Tb927.8.4220,1021600.0,1103800.0,1032300.0,1077900.0,1361500.0,1406000.0,1452900.0,1407300.0,"hypothetical protein, conserved"
4106,Tb927.8.4230,205740.0,249850.0,252570.0,233660.0,330280.0,330970.0,339280.0,355740.0,"hypothetical protein, conserved"
4107,Tb927.8.4240,352460.0,366370.0,384060.0,368070.0,420100.0,459900.0,501260.0,427960.0,"hypothetical protein, conserved"
4108,Tb927.8.4250,119770.0,121850.0,153550.0,137150.0,130450.0,136760.0,164710.0,132040.0,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative"
4109,Tb927.8.4270,143080.0,156620.0,176690.0,155970.0,205580.0,206930.0,213680.0,208280.0,"hypothetical protein, conserved"
4110,Tb927.8.4280,3434100.0,4083100.0,3927500.0,4410000.0,4723600.0,4456800.0,4921300.0,4800200.0,"nuclear transport factor 2, putative"
4111,Tb927.8.4290,236820.0,266170.0,272780.0,278470.0,389690.0,426910.0,461220.0,446400.0,"Ribosome biogenesis protein Nop16, putative"
4112,Tb927.8.4320,243090.0,276620.0,283370.0,260910.0,302270.0,323930.0,356660.0,350650.0,"hypothetical protein, conserved"
4113,Tb927.8.4330,3863800.0,3788900.0,4086900.0,3977900.0,5099400.0,4931300.0,5555300.0,5015300.0,small GTP-binding protein Rab11
4114,Tb927.8.4360,634230.0,676530.0,710320.0,637210.0,781970.0,857720.0,831870.0,814680.0,"hypothetical protein, conserved"
4115,Tb927.8.4370,228190.0,206120.0,218400.0,231130.0,310140.0,300050.0,328180.0,288000.0,"hypothetical protein, conserved"
4116,Tb927.8.4380,87939.0,74027.0,97468.0,80959.0,113540.0,134770.0,154780.0,132150.0,Archaic translocase of outer membrane 12 kDa subunit
4117,Tb927.8.4390,252930.0,294640.0,271000.0,262610.0,390260.0,416200.0,400680.0,425830.0,"translation initiation factor eIF-2B subunit beta, putative"
4118,Tb927.8.4400,1881300.0,1927900.0,2049200.0,1982500.0,2469700.0,2554500.0,2719000.0,2524800.0,"Outer dynein arm docking complex protein 1, putative"
4119,Tb927.8.4430,21492000.0,23712000.0,23104000.0,21766000.0,26050000.0,25962000.0,27897000.0,27027000.0,uridine phosphorylase
4120,Tb927.8.4450,424240.0,423300.0,474880.0,457860.0,550090.0,597870.0,631470.0,607660.0,"RNA-binding protein, putative"
4121,Tb927.8.4460,163170.0,190760.0,173820.0,168180.0,252690.0,237590.0,239130.0,269100.0,"Domain of Unknown Function (DUF1042), putative"
4122,Tb927.8.4480,106130.0,115220.0,115620.0,101920.0,143390.0,145220.0,166730.0,159850.0,"hypothetical protein, conserved"
4123,Tb927.8.4500,3365000.0,3582100.0,3532100.0,3424600.0,4618900.0,4781200.0,5145100.0,4884200.0,Eukaryotic translation initiation factor 4 gamma 5
4124,Tb927.8.4510,201470.0,220830.0,230900.0,235100.0,275490.0,286320.0,329620.0,286850.0,Nucleoside diphosphate kinase 4
4125,Tb927.8.4540,824230.0,905410.0,865920.0,725070.0,1254600.0,1108200.0,1217100.0,1240100.0,"PAB1-binding protein , putative"
4126,Tb927.8.4560,32883.0,26116.0,40718.0,37281.0,49699.0,41283.0,50470.0,52642.0,"hypothetical protein, conserved"
4127,Tb927.8.4570,370030.0,425060.0,428350.0,392250.0,567300.0,647370.0,637490.0,598950.0,"Zinc finger, C3HC4 type (RING finger), putative"
4128,Tb927.8.4580,2474300.0,2552900.0,2725200.0,2524900.0,3290500.0,3509200.0,3537600.0,3509400.0,Basal body protein
4129,Tb927.8.4610,1044700.0,1073600.0,1060900.0,1014800.0,1219600.0,1302900.0,1340500.0,1312500.0,Ras-related protein RabX1
4130,Tb927.8.4620,12196.0,14204.0,11468.0,12775.0,14953.0,17765.0,16492.0,12653.0,"small GTP-binding protein Rab7, putative"
4131,Tb927.8.4640,894540.0,911730.0,940210.0,830180.0,1069100.0,1166600.0,1208900.0,1164800.0,Component of motile flagella 19
4132,Tb927.8.4660,45673.0,47635.0,49706.0,42889.0,91910.0,95882.0,95024.0,88402.0,"hypothetical protein, conserved"
4133,Tb927.8.4680,100450.0,107800.0,115260.0,110330.0,155620.0,144810.0,164990.0,159940.0,"Spinocerebellar ataxia type 10 protein domain containing protein, putative"
4134,Tb927.8.4770,252730.0,299500.0,298880.0,312890.0,377790.0,384870.0,401200.0,394260.0,small GTP-binding protein Rab18
4135,Tb927.8.4780,3874900.0,4072800.0,4099800.0,3995000.0,5551500.0,5867600.0,6201400.0,5915200.0,Flagellar Member 3
4136,Tb927.8.4790,46680.0,42069.0,41157.0,40941.0,55316.0,54849.0,67369.0,56781.0,"Putative snoRNA binding domain containing protein, putative"
4137,Tb927.8.4800,7318.4,15251.0,7566.5,13269.0,14774.0,14847.0,17976.0,18533.0,"hypothetical protein, conserved"
4138,Tb927.8.4810,1115400.0,1277300.0,1184100.0,1183200.0,1383100.0,1410500.0,1411600.0,1478500.0,prohibitin 1
4139,Tb927.8.4820,1842800.0,1871700.0,1985400.0,1981500.0,2545700.0,2839900.0,2746900.0,2742900.0,eukaryotic translation initiation factor 4 gamma 3
4140,Tb927.8.4840,6339.3,6859.9,8531.9,9375.8,6532.8,9930.9,8572.8,7482.4,"kinesin, putative"
4141,Tb927.8.4850,24589.0,26991.0,30652.0,30977.0,28951.0,34304.0,36714.0,37069.0,"hypothetical protein, conserved"
4142,Tb927.8.4870,700990.0,700070.0,737890.0,709700.0,935730.0,971250.0,1048500.0,955360.0,Component of motile flagella 6
4143,Tb927.8.4880,201700.0,205990.0,226190.0,191940.0,289180.0,309070.0,338380.0,322010.0,DNA polymerase alpha catalytic subunit
4144,Tb927.8.4890,2630800.0,2720600.0,3121900.0,2879300.0,3551800.0,3531600.0,3810600.0,3729400.0,pol-associated gene 1
4145,Tb927.8.4910,119250.0,111840.0,116310.0,117910.0,145760.0,161480.0,154440.0,148260.0,"hypothetical protein, conserved"
4146,Tb927.8.4930,18940.0,20712.0,21883.0,20848.0,26965.0,26274.0,26845.0,27447.0,"hypothetical protein, conserved"
4147,Tb927.8.4940,225200.0,223050.0,228720.0,254020.0,342010.0,360340.0,379120.0,346150.0,"hypothetical protein, conserved"
4148,Tb927.8.5020,577450.0,563820.0,666980.0,617570.0,828140.0,892860.0,865170.0,758810.0,"hypothetical protein, conserved"
4149,Tb927.8.5030,1610200.0,1757000.0,1790200.0,1659500.0,2113500.0,2084200.0,2364400.0,2399100.0,"transport protein particle (TRAPP) component, Bet3, putative"
4150,Tb927.8.5050,754820.0,758770.0,766120.0,704250.0,1015300.0,1007800.0,1097500.0,947150.0,"OTU-like cysteine protease, putative"
4151,Tb927.8.5060,721470.0,748290.0,745400.0,693620.0,961840.0,1078400.0,1094500.0,1081200.0,ADP-ribosylation factor-like protein 6
4152,Tb927.8.5070,920100.0,990800.0,1046200.0,1043600.0,1237800.0,1229600.0,1388800.0,1355500.0,"hypothetical protein, conserved"
4153,Tb927.8.5080,153530.0,161570.0,162990.0,141150.0,200340.0,213280.0,227160.0,205750.0,"fatty-acid amide hydrolase, putative"
4154,Tb927.8.5090,1010700.0,1058200.0,1124700.0,1079000.0,1554900.0,1615300.0,1696900.0,1605700.0,DNA-directed RNA polymerase I largest subunit
4155,Tb927.8.5100,27535.0,29325.0,31041.0,26124.0,41058.0,47372.0,42763.0,43813.0,"hypothetical protein, conserved"
4156,Tb927.8.5110,77588.0,80874.0,89775.0,79276.0,117460.0,113700.0,124600.0,121880.0,"hypothetical protein, conserved"
4157,Tb927.8.5120,1482400.0,1392800.0,1742900.0,1715400.0,2552600.0,2639500.0,3148100.0,2805700.0,cytochrome c
4158,Tb927.8.5130,6232.4,7686.1,5447.0,9520.5,31327.0,32785.0,45387.0,12450.0,Present in the outer mitochondrial membrane proteome 41
4159,Tb927.8.5140,696610.0,785200.0,783650.0,793870.0,991830.0,997480.0,1072100.0,1034200.0,"diacylglycerol kinase, putative"
4160,Tb927.8.5170,259030.0,273260.0,283840.0,273750.0,372700.0,376070.0,378210.0,393640.0,"hypothetical protein, conserved"
4161,Tb927.8.5180,47844.0,30156.0,33452.0,45855.0,32158.0,49599.0,60403.0,49368.0,U6 snRNA-associated sm-like protein Lsm2
4162,Tb927.8.5200,32650.0,33452.0,40128.0,40977.0,32591.0,43142.0,49911.0,44418.0,"Mitochondrial SSU ribosomal protein, putative"
4163,Tb927.8.5220,11756.0,13330.0,11176.0,11395.0,14417.0,16810.0,15962.0,15971.0,"hypothetical protein, conserved"
4164,Tb927.8.5230,903870.0,822070.0,871860.0,845990.0,1022000.0,1083000.0,1192600.0,1145200.0,"peptidyl-prolyl cis-trans isomerase, putative"
4165,Tb927.8.5240,231770.0,238330.0,221040.0,241170.0,268870.0,282040.0,308090.0,300610.0,"Domain of unknown function DUF221, putative"
4166,Tb927.8.5250,1052800.0,1033400.0,1148800.0,1064000.0,1388000.0,1355700.0,1393500.0,1479300.0,"delta-coat protein, putative"
4168,Tb927.8.5290,551340.0,562150.0,557710.0,510300.0,685480.0,766450.0,784260.0,756060.0,"WW domain containing protein, putative"
4169,Tb927.8.5300,161230.0,175940.0,181800.0,158320.0,241170.0,218320.0,263420.0,236160.0,"hypothetical protein, conserved"
4170,Tb927.8.5320,154440.0,154550.0,154710.0,162390.0,201400.0,221640.0,224760.0,202990.0,"hypothetical protein, conserved"
4171,Tb927.8.5330,826210.0,885110.0,916160.0,898750.0,1136900.0,1185000.0,1201400.0,1190600.0,"tyrosyl/methionyl-tRNA synthetase, putative"
4172,Tb927.8.5370,143150.0,146880.0,132500.0,122340.0,183200.0,198460.0,212750.0,188540.0,"hypothetical protein, conserved"
4173,Tb927.8.5380,1356000.0,1476300.0,1514100.0,1404700.0,1777600.0,1939100.0,1901700.0,1882900.0,"ubiquitin fold modifier protein, putative"
4174,Tb927.8.5400,158570.0,181590.0,178780.0,156560.0,248050.0,230650.0,281170.0,258870.0,"hypothetical protein, conserved"
4175,Tb927.8.5410,3100.9,2662.7,3524.8,2604.9,4128.6,5246.3,5961.1,5171.9,"hypothetical protein, conserved"
4176,Tb927.8.5430,39754.0,46533.0,45199.0,50774.0,72315.0,62388.0,54600.0,62391.0,"Snf7, putative"
4177,Tb927.8.5450,331420.0,346570.0,336040.0,337640.0,416220.0,428230.0,475210.0,431390.0,amino acid permease 24
4178,Tb927.8.5460,14753000.0,14713000.0,14522000.0,14646000.0,16869000.0,18080000.0,18778000.0,17501000.0,Flagellar calcium-binding 44 kDa protein
4179,Tb927.8.5490,309410.0,300030.0,332480.0,281930.0,499530.0,512340.0,528140.0,500620.0,"Nucleolar protein,Nop52, putative"
4180,Tb927.8.5510,1121100.0,1179700.0,1191700.0,1110900.0,1500800.0,1654200.0,1738300.0,1660900.0,"apurinic/apyrimidinic endonuclease, putative"
4181,Tb927.8.5520,1831.4,1405.8,1642.5,2064.3,1830.3,2854.0,2882.5,2594.5,"hypothetical protein, conserved"
4182,Tb927.8.5530,51150.0,57778.0,59823.0,55149.0,76799.0,83681.0,86451.0,88787.0,"COP9 signalosome complex subunit 5, putative"
4183,Tb927.8.5560,22714.0,27624.0,27201.0,23271.0,24958.0,25884.0,30375.0,27531.0,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
4184,Tb927.8.5580,911610.0,985140.0,1027700.0,969760.0,1238000.0,1275200.0,1415100.0,1255000.0,"N-terminal region of Chorein, a TM vesicle-mediated sorter/Integral peroxisomal membrane peroxin, putative"
4185,Tb927.8.560,8564.5,8948.4,12865.0,10601.0,13179.0,13969.0,15756.0,15158.0,"hypothetical protein, conserved"
4186,Tb927.8.5600,733230.0,800490.0,795150.0,759060.0,1038600.0,1084700.0,1021600.0,1101200.0,"transaldolase, putative"
4187,Tb927.8.5610,17265.0,15753.0,14588.0,15621.0,19023.0,22413.0,22857.0,13883.0,"hypothetical protein, conserved"
4188,Tb927.8.5620,54050.0,50375.0,57111.0,61361.0,75903.0,75920.0,80170.0,79100.0,"ubiquitin carboxyl-terminal hydrolase, putative"
4189,Tb927.8.5630,241560.0,268850.0,261170.0,245080.0,360460.0,394410.0,403090.0,376630.0,"dihydroorotase, putative"
4190,Tb927.8.5640,9366.1,8154.1,8172.1,7031.7,7752.2,10804.0,8901.6,9746.3,putative succinate dehydrogenase subunit
4191,Tb927.8.5650,10315.0,12520.0,13565.0,12096.0,15055.0,14296.0,19785.0,17768.0,"hypothetical protein, conserved"
4192,Tb927.8.5680,5267.6,5488.5,7047.1,3780.0,6978.5,7657.2,6282.9,6703.0,"Pyridoxal-dependent decarboxylase conserved domain containing protein, putative"
4193,Tb927.8.570,509050.0,514910.0,550540.0,484900.0,699180.0,705940.0,757090.0,725260.0,proteasome regulatory non-ATP-ase subunit 10
4194,Tb927.8.5710,104910.0,114240.0,117500.0,106340.0,147830.0,162580.0,170960.0,154530.0,"recombination initiation protein NBS1, putative"
4195,Tb927.8.5720,74700.0,84024.0,95988.0,78478.0,100160.0,123080.0,101120.0,108790.0,tRNA (guanine(37)-N1)-methyltransferase
4196,Tb927.8.5730,473540.0,453870.0,480960.0,465820.0,572040.0,642550.0,708300.0,595140.0,"STE20-like serine/threonine-protein kinase 1, putative"
4197,Tb927.8.5740,385910.0,382820.0,397130.0,368840.0,495180.0,495320.0,528730.0,527570.0,"proteasome 26S non-ATPase subunit 9, putative"
4198,Tb927.8.5760,717560.0,708350.0,729080.0,692410.0,988570.0,1011200.0,1078100.0,1073800.0,"Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative"
4199,Tb927.8.5770,100210.0,102800.0,102920.0,105190.0,135680.0,151930.0,148470.0,145320.0,Elongator-like Protein 3a
4200,Tb927.8.5780,292190.0,325920.0,349210.0,319050.0,445260.0,484560.0,479510.0,508100.0,"phosphatase of regenerating liver-type phosphatase, putative"
4201,Tb927.8.580,280700.0,311920.0,314090.0,289130.0,374650.0,375770.0,393590.0,371060.0,MICOS complex subunit 40
4202,Tb927.8.5820,179590.0,167100.0,185350.0,164830.0,233180.0,261500.0,257850.0,231270.0,"Las1-like, putative"
4203,Tb927.8.5830,361260.0,423290.0,434000.0,340460.0,482070.0,466400.0,604030.0,511920.0,"SMP-30/Gluconolaconase/LRE-like region, putative"
4204,Tb927.8.5860,170920.0,176630.0,168310.0,163630.0,203290.0,220320.0,202520.0,208120.0,mitochondrial ribosomal protein L17
4205,Tb927.8.5880,1247600.0,1201700.0,1256500.0,1108800.0,1751300.0,1684500.0,1824700.0,1752300.0,"eukaryotic translation initiation factor 1A, putative"
4206,Tb927.8.5890,57767.0,59092.0,66102.0,63690.0,60917.0,69431.0,73970.0,71472.0,histone chaperone ASF1B
4207,Tb927.8.590,232120.0,283420.0,287670.0,215420.0,235760.0,224270.0,284220.0,300170.0,"carnitine O-palmitoyltransferase, putative"
4208,Tb927.8.5900,77784.0,83745.0,93796.0,82400.0,87516.0,84903.0,102760.0,94077.0,"Sedlin, N-terminal conserved region, putative"
4209,Tb927.8.5940,357990.0,348880.0,388380.0,364330.0,421150.0,506820.0,482710.0,485160.0,"hypothetical protein, conserved"
4210,Tb927.8.5950,279590.0,302610.0,314120.0,319950.0,399350.0,427960.0,448100.0,409690.0,"mitogen-activated protein kinase kinase 4, putative"
4211,Tb927.8.5960,401910.0,448550.0,490130.0,415640.0,464350.0,523350.0,499530.0,496310.0,"hypothetical protein, conserved"
